timestamp,Basel Temperature [2 m elevation corrected],Basel Temperature [1000 mb],Basel Temperature [850 mb],Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m]
20180415T1500,20.270529,19.57,8.71,55.0,7.5685663,357.2737
20180415T1600,20.510529,20.24,8.41,52.0,8.707238,352.875
20180415T1700,20.600529,20.43,8.05,49.0,10.661107,348.31064
20180415T1800,20.31053,20.34,7.86,51.0,12.313893,344.74487
20180415T1900,19.500528,20.09,7.61,52.0,14.372974,337.93213
20180415T2000,18.520529,19.61,7.52,56.0,11.983188,327.26477
20180415T2100,17.39053,18.95,7.69,63.0,13.513193,311.7603
20180415T2200,16.430529,18.07,7.79,67.0,11.681987,303.69006
20180415T2300,14.910529,17.26,7.44,76.0,11.090103,283.13403
20180416T0000,13.250529,15.65,7.19,84.0,9.346143,285.64224
20180416T0100,12.720529,15.01,6.91,85.0,6.8399997,270.0
20180416T0200,13.320529,15.31,6.05,84.0,5.8603754,259.38034
20180416T0300,13.0505295,15.61,5.95,85.0,6.87779,263.991
20180416T0400,12.260529,15.0,5.58,84.0,7.5685663,267.27368
20180416T0500,11.730529,14.95,5.23,86.0,6.8399997,270.0
20180416T0600,11.780529,14.65,5.06,88.0,5.506941,281.30994
20180416T0700,12.030529,13.74,5.09,88.0,10.137692,286.50436
20180416T0800,11.920529,13.5,4.78,88.0,12.313893,285.25513
20180416T0900,12.660529,13.44,4.48,83.0,12.57426,293.6294
20180416T1000,13.320529,13.63,4.52,79.0,14.20062,300.46555
20180416T1100,13.980529,14.14,4.25,76.0,12.261157,310.23636
20180416T1200,14.700529,14.77,4.39,71.0,11.988594,311.34778
20180416T1300,15.970529,15.48,4.54,64.0,12.783802,302.34747
20180416T1400,17.89053,17.52,5.22,54.0,6.6185193,337.61987
20180416T1500,17.98053,17.68,5.29,53.0,8.707237,330.25513
20180416T1600,18.940529,18.16,5.55,51.0,10.00256,329.7436
20180416T1700,18.98053,18.37,5.83,50.0,9.449572,342.25534
20180416T1800,18.760529,18.42,5.94,51.0,10.308831,347.90524
20180416T1900,18.280529,18.22,5.91,53.0,10.464798,356.0548
20180416T2000,17.38053,17.91,6.04,56.0,8.311245,355.03027
20180416T2100,16.240528,17.49,6.01,62.0,6.9899354,348.11133
20180416T2200,15.210529,16.97,5.84,66.0,3.671294,348.69006
20180416T2300,14.010529,16.28,5.54,71.0,1.08,360.0
20180417T0000,13.210529,15.45,5.31,73.0,0.35999998,180.0
20180417T0100,12.5505295,14.78,5.27,75.0,1.2979984,123.69006
20180417T0200,12.090529,14.39,5.25,77.0,1.1384199,108.434944
20180417T0300,11.560529,13.68,5.18,81.0,1.08,89.99999
20180417T0400,10.960529,12.85,5.05,84.0,0.8049845,63.43495
20180417T0500,10.410529,12.18,4.97,87.0,0.0,180.0
20180417T0600,9.950529,11.71,4.96,88.0,1.484318,194.03624
20180417T0700,9.8005295,11.53,4.96,89.0,1.9386592,201.8014
20180417T0800,10.580529,11.42,4.95,86.0,1.0182338,225.0
20180417T0900,12.290529,12.03,5.07,79.0,0.35999998,360.0
20180417T1000,14.320529,13.47,5.47,72.0,3.0547013,44.999985
20180417T1100,16.96053,15.93,6.04,64.0,7.5685663,64.65382
20180417T1200,19.110529,17.95,6.46,55.0,9.793058,72.89727
20180417T1300,20.360529,19.06,7.04,50.0,9.659814,63.43495
20180417T1400,20.62053,19.19,7.95,51.0,6.439876,26.565033
20180417T1500,21.490528,20.18,8.19,47.0,5.692099,34.69516
20180417T1600,22.13053,21.0,8.34,44.0,5.6002855,44.999985
20180417T1700,22.030529,21.47,8.71,43.0,6.4096174,51.842773
20180417T1800,22.020529,21.78,8.99,43.0,7.5942082,58.570435
20180417T1900,22.04053,21.97,9.18,42.0,7.729527,62.241455
20180417T2000,21.30053,21.73,9.14,45.0,5.5887027,75.06858
20180417T2100,19.90053,21.11,9.03,53.0,5.8048253,97.125015
20180417T2200,17.98053,19.92,8.65,59.0,7.5942082,121.429565
20180417T2300,15.810529,18.35,8.48,63.0,8.39657,120.96376
20180418T0000,13.960529,17.17,8.43,69.0,9.021574,118.61046
20180418T0100,12.370529,15.96,8.52,77.0,8.714677,128.29016
20180418T0200,11.400529,15.33,8.7,79.0,8.714677,128.29016
20180418T0300,10.400529,14.59,9.21,81.0,8.78872,124.99202
20180418T0400,9.620529,14.09,9.56,83.0,7.42159,129.09386
20180418T0500,8.820529,13.1,9.69,85.0,6.8777895,132.8789
20180418T0600,8.440529,12.13,9.82,84.0,6.4096174,141.84277
20180418T0700,8.280529,11.76,9.89,84.0,6.1305785,139.76364
20180418T0800,10.100529,11.08,10.12,78.0,2.5959969,123.69006
20180418T0900,12.400529,12.04,10.43,72.0,2.5455842,81.869896
20180418T1000,15.100529,14.17,10.61,67.0,8.39657,59.036232
20180418T1100,20.15053,19.25,10.5,45.0,23.042812,89.10483
20180418T1200,21.280529,20.17,10.87,40.0,25.264202,85.91438
20180418T1300,22.37053,21.07,11.32,36.0,24.50381,87.473885
20180418T1400,23.680529,22.42,11.54,31.0,26.64,89.99999
20180418T1500,24.240528,23.01,11.49,32.0,25.562534,90.80693
20180418T1600,24.530529,23.45,11.1,31.0,25.582806,92.41951
20180418T1700,24.360529,23.51,11.02,31.0,24.905132,94.144615
20180418T1800,23.88053,23.32,11.06,34.0,23.14103,95.35582
20180418T1900,23.080528,22.95,11.43,38.0,19.559633,96.34019
20180418T2000,21.430529,22.05,11.77,44.0,14.113653,95.85601
20180418T2100,19.020529,20.44,11.96,53.0,10.8955765,97.59464
20180418T2200,17.14053,18.69,12.15,58.0,8.891343,121.759476
20180418T2300,14.980529,17.45,12.3,65.0,8.913181,136.63657
20180419T0000,13.5505295,16.51,12.49,68.0,7.928177,140.52754
20180419T0100,12.450529,15.59,12.44,72.0,6.989936,145.49147
20180419T0200,11.540529,14.61,12.4,76.0,7.24486,153.43495
20180419T0300,11.020529,13.96,12.56,77.0,8.225035,156.8014
20180419T0400,11.060529,13.73,12.69,74.0,8.209263,142.12502
20180419T0500,11.140529,13.34,12.64,71.0,9.290511,125.537674
20180419T0600,10.990529,12.52,12.29,70.0,10.630672,118.30075
20180419T0700,10.760529,12.24,11.89,71.0,10.495713,112.16634
20180419T0800,11.190529,12.23,11.51,73.0,8.049845,116.56505
20180419T0900,13.110529,12.99,11.38,69.0,6.6185193,112.380135
20180419T1000,15.430529,14.45,11.46,62.0,2.5455842,98.1301
20180419T1100,17.860529,16.65,10.75,55.0,1.2979984,303.69006
20180419T1200,20.15053,18.82,10.69,49.0,2.8116899,309.80557
20180419T1300,22.100529,20.68,10.84,46.0,4.6102495,321.3402
20180419T1400,24.23053,22.83,12.01,45.0,6.193674,324.46234
20180419T1500,24.990528,23.65,12.34,42.0,5.315336,331.69925
20180419T1600,25.39053,24.21,12.69,39.0,5.5887027,345.0686
20180419T1700,25.490528,24.54,12.99,38.0,6.5693827,350.5377
20180419T1800,25.250528,24.62,13.19,39.0,7.2359104,354.28943
20180419T1900,24.57053,24.4,13.33,42.0,6.849467,356.98724
20180419T2000,23.48053,23.94,13.34,47.0,5.8603754,349.38034
20180419T2100,22.21053,23.48,12.96,50.0,4.1046314,344.74487
20180419T2200,20.89053,22.84,12.86,55.0,2.1897945,279.46234
20180419T2300,19.80053,21.8,12.56,57.0,2.2768397,251.56506
20180420T0000,18.96053,20.75,12.48,59.0,1.835647,191.30994
20180420T0100,18.080528,20.22,12.6,62.0,3.5455887,156.0375
20180420T0200,17.100529,19.59,12.69,65.0,5.3517847,137.72632
20180420T0300,16.490528,18.94,12.68,66.0,5.692099,145.30484
20180420T0400,16.110529,18.38,12.52,66.0,5.692099,145.30484
20180420T0500,15.330529,18.3,12.35,70.0,6.3690495,132.70938
20180420T0600,14.760529,17.94,12.18,73.0,6.618519,135.0
20180420T0700,14.760529,17.44,12.06,72.0,5.3517847,137.72632
20180420T0800,15.280529,17.17,12.02,74.0,4.0249224,116.56505
20180420T0900,16.70053,17.43,12.03,71.0,6.0347,107.35402
20180420T1000,18.95053,18.62,12.01,63.0,5.8603754,100.61965
20180420T1100,21.350529,20.46,12.06,54.0,3.9763298,84.805565
20180420T1200,23.29053,22.19,12.21,47.0,3.6179552,5.7105865
20180420T1300,24.500528,23.26,12.45,45.0,6.162207,353.29016
20180420T1400,25.46053,24.26,12.85,42.0,7.7043357,322.59467
20180420T1500,26.160528,25.02,13.07,39.0,8.534353,332.35403
20180420T1600,26.530529,25.54,13.28,35.0,8.373386,334.53668
20180420T1700,26.56053,25.79,13.48,34.0,7.8954163,335.77228
20180420T1800,26.360529,25.9,13.57,34.0,7.42159,337.16635
20180420T1900,25.760529,25.77,13.71,35.0,6.9527545,338.7495
20180420T2000,24.780529,25.44,13.84,39.0,6.28713,336.37064
20180420T2100,23.520529,25.11,13.82,44.0,5.6920996,341.56506
20180420T2200,22.07053,24.43,13.64,49.0,2.9024127,330.25513
20180420T2300,21.13053,23.53,13.47,51.0,2.8116899,230.19443
20180421T0000,20.73053,22.48,13.4,52.0,4.072935,225.0
20180421T0100,19.680529,21.69,13.22,55.0,4.6938257,237.52881
20180421T0200,18.410528,20.83,12.93,59.0,4.8433046,221.98721
20180421T0300,17.79053,20.04,12.71,58.0,4.5536795,198.43495
20180421T0400,17.500528,19.51,12.36,55.0,4.6938252,184.39871
20180421T0500,17.330528,19.19,12.01,53.0,4.68,180.0
20180421T0600,17.030529,18.89,11.79,53.0,4.6938252,175.60129
20180421T0700,16.850529,18.64,11.57,53.0,4.452954,165.96376
20180421T0800,17.40053,18.55,11.49,54.0,3.096837,144.46231
20180421T0900,18.30053,18.68,11.51,57.0,3.4152596,108.434944
20180421T1000,20.05053,19.62,11.51,52.0,2.6208394,105.9454
20180421T1100,22.12053,21.34,11.54,47.0,1.484318,75.96376
20180421T1200,24.06053,23.1,11.69,43.0,2.52,360.0
20180421T1300,25.38053,24.29,12.01,40.0,5.4477882,352.40536
20180421T1400,26.180529,25.21,13.15,35.0,7.5170207,343.30075
20180421T1500,26.760529,25.82,13.35,32.0,6.9527545,338.7495
20180421T1600,26.990528,26.2,13.44,30.0,6.151683,339.44397
20180421T1700,26.940529,26.4,13.65,30.0,6.151683,339.44397
20180421T1800,26.660528,26.44,13.86,30.0,5.3517847,340.3462
20180421T1900,26.090528,26.3,14.01,32.0,4.829907,333.43497
20180421T2000,25.29053,26.01,14.05,34.0,4.39436,325.008
20180421T2100,24.030529,25.65,13.92,39.0,4.0249224,333.43497
20180421T2200,22.87053,25.08,13.7,43.0,1.08,270.0
20180421T2300,21.670528,24.07,13.51,47.0,4.198285,210.96376
20180422T0000,20.500528,22.99,13.39,49.0,5.3999996,216.8699
20180422T0100,19.350529,22.44,13.31,51.0,4.802999,192.99461
20180422T0200,18.520529,21.87,13.28,51.0,4.73506,171.25385
20180422T0300,18.000528,20.97,13.14,51.0,4.3498964,155.55605
20180422T0400,17.420528,20.34,13.0,53.0,4.8433046,131.98721
20180422T0500,16.96053,20.22,12.93,55.0,5.991594,122.73523
20180422T0600,16.510529,20.5,13.21,54.0,7.754637,111.80141
20180422T0700,15.580529,18.89,12.93,55.0,4.39436,124.99202
20180422T0800,15.330529,18.45,12.21,61.0,3.671294,101.30993
20180422T0900,17.30053,18.36,11.9,58.0,5.506941,78.69006
20180422T1000,19.410528,19.1,11.89,53.0,3.7064266,60.945396
20180422T1100,22.29053,21.86,12.25,47.0,5.95906,295.0169
20180422T1200,25.020529,24.42,12.42,37.0,10.105681,274.08563
20180422T1300,25.82053,25.08,12.41,35.0,11.304229,279.16235
20180422T1400,26.580528,25.85,13.71,32.0,14.264361,280.1755
20180422T1500,27.06053,26.36,13.47,29.0,13.910169,280.43747
20180422T1600,27.13053,26.58,13.67,30.0,13.039754,276.34018
20180422T1700,27.05053,26.75,13.86,31.0,11.542478,273.57632
20180422T1800,26.82053,26.82,13.96,32.0,10.805999,271.90915
20180422T1900,26.20053,26.66,13.93,33.0,10.105681,274.08563
20180422T2000,24.740528,26.06,13.94,42.0,7.771331,283.39252
20180422T2100,23.38053,25.27,13.83,48.0,4.3349743,274.76364
20180422T2200,22.270529,24.32,13.67,49.0,5.154415,204.77515
20180422T2300,20.500528,23.69,13.54,52.0,8.350138,187.43141
20180423T0000,18.31053,23.64,13.58,61.0,8.64,180.0
20180423T0100,16.54053,23.43,13.84,68.0,6.8399997,180.0
20180423T0200,15.600529,22.48,12.68,72.0,6.130579,183.36646
20180423T0300,15.510529,21.58,12.75,71.0,4.73506,171.25385
20180423T0400,16.100529,20.0,12.38,66.0,4.3349743,138.36646
20180423T0500,16.030529,19.38,12.17,64.0,5.991594,122.73523
20180423T0600,15.700529,19.29,11.73,61.0,8.049845,116.56505
20180423T0700,16.020529,18.58,11.35,56.0,5.1919937,123.69006
20180423T0800,15.950529,18.27,10.64,61.0,2.8799999,180.0
20180423T0900,16.840528,17.61,9.21,61.0,11.525623,271.78992
20180423T1000,16.330528,16.37,9.73,74.0,13.281023,147.17145
20180423T1100,19.910528,19.65,9.88,61.0,13.004921,175.23636
20180423T1200,21.23053,21.64,9.23,55.0,7.9526596,275.19443
20180423T1300,21.45053,21.86,9.4,55.0,15.256526,250.70996
20180423T1400,21.740528,21.47,9.01,49.0,21.603,246.4253
20180423T1500,22.440529,21.73,9.12,47.0,20.60823,250.61548
20180423T1600,21.340528,21.5,8.81,50.0,17.698677,265.33313
20180423T1700,20.490528,20.91,8.78,54.0,17.227419,259.1597
20180423T1800,21.45053,21.28,9.01,53.0,18.888851,262.3332
20180423T1900,20.940529,21.17,9.21,56.0,14.471821,275.7106
20180423T2000,20.180529,20.82,8.86,61.0,10.636766,293.9625
20180423T2100,18.96053,19.95,8.64,67.0,8.913181,313.36343
20180423T2200,17.840528,19.3,8.29,71.0,7.172949,287.52557
20180423T2300,16.940529,18.91,9.17,73.0,5.495161,238.3925
20180424T0000,16.490528,18.48,9.19,71.0,6.6185193,202.38013
20180424T0100,14.870529,17.93,8.98,74.0,8.669949,184.76364
20180424T0200,13.750529,17.91,8.64,79.0,7.5685663,177.27368
20180424T0300,14.280529,17.88,8.28,73.0,5.154415,155.22485
20180424T0400,13.820529,17.43,8.03,72.0,3.7064266,150.94539
20180424T0500,13.210529,16.38,7.9,74.0,3.0547013,135.0
20180424T0600,13.180529,15.29,7.97,73.0,4.1046314,142.12502
20180424T0700,13.250529,14.66,7.88,72.0,4.1046314,127.874985
20180424T0800,14.060529,14.8,7.98,74.0,3.9763298,95.19443
20180424T0900,15.750529,15.49,8.06,68.0,3.7585104,106.69924
20180424T1000,17.740528,17.27,8.49,64.0,2.3051248,128.6598
20180424T1100,20.13053,19.4,8.82,58.0,2.52,270.0
20180424T1200,22.030529,21.12,8.71,51.0,6.924738,278.97263
20180424T1300,23.340528,22.28,9.44,42.0,14.044615,271.4688
20180424T1400,21.06053,19.88,8.23,53.0,15.349684,309.28943
20180424T1500,21.690529,20.59,8.65,49.0,14.512064,299.74487
20180424T1600,22.110529,21.17,8.88,46.0,15.315873,293.55228
20180424T1700,22.280529,21.57,8.98,45.0,16.055353,289.6538
20180424T1800,21.90053,21.5,8.98,46.0,16.171976,286.8214
20180424T1900,21.21053,21.16,9.17,50.0,15.256526,289.29004
20180424T2000,20.04053,20.53,9.59,54.0,11.770403,293.4287
20180424T2100,18.40053,19.83,9.13,60.0,8.287822,304.38034
20180424T2200,18.13053,19.35,9.17,63.0,2.7416782,293.1986
20180424T2300,17.840528,18.83,9.09,63.0,2.1897945,189.46233
20180425T0000,17.20053,18.61,9.91,64.0,5.5887027,165.06857
20180425T0100,15.090529,18.56,9.63,72.0,6.87779,173.991
20180425T0200,14.120529,18.99,9.26,74.0,5.1544156,167.90524
20180425T0300,12.890529,18.94,9.54,75.0,5.692099,145.30484
20180425T0400,12.480529,17.46,9.98,58.0,6.6087217,119.35774
20180425T0500,12.700529,17.05,10.02,56.0,7.754637,111.80141
20180425T0600,12.810529,16.79,10.28,59.0,6.9899354,101.88866
20180425T0700,11.900529,16.21,10.16,63.0,7.072878,104.74355
20180425T0800,12.510529,16.5,9.66,68.0,5.4477882,97.59464
20180425T0900,15.760529,16.77,9.32,62.0,0.71999997,89.99999
20180425T1000,19.57053,19.55,8.89,50.0,10.805999,271.90915
20180425T1100,20.920528,20.51,8.57,54.0,24.482647,270.84253
20180425T1200,21.32053,20.62,8.72,53.0,27.419146,273.76404
20180425T1300,21.990528,21.19,8.94,49.0,28.47643,272.8986
20180425T1400,22.62053,21.78,9.11,44.0,31.682047,269.34894
20180425T1500,22.780529,21.93,9.1,41.0,33.12,270.0
20180425T1600,22.71053,21.98,9.11,41.0,32.04202,270.64374
20180425T1700,22.31053,21.82,9.12,42.0,29.574827,273.48932
20180425T1800,21.81053,21.59,8.98,43.0,26.525429,277.8002
20180425T1900,21.030529,21.14,8.67,44.0,23.664352,283.1906
20180425T2000,19.64053,20.27,8.25,47.0,17.76081,287.70044
20180425T2100,17.48053,18.7,7.84,58.0,14.081477,302.4712
20180425T2200,15.850529,17.23,7.8,65.0,14.277983,303.69006
20180425T2300,14.790529,16.34,7.37,69.0,11.298495,300.6507
20180426T0000,13.930529,15.45,6.19,74.0,12.387348,305.5377
20180426T0100,14.080529,14.7,5.04,71.0,15.575981,303.69006
20180426T0200,13.740529,14.19,3.81,70.0,14.480773,304.87534
20180426T0300,12.870529,13.2,2.97,73.0,16.610792,330.1011
20180426T0400,10.740529,10.61,2.69,76.0,16.199999,360.0
20180426T0500,10.870529,10.89,1.8,77.0,10.24578,341.56506
20180426T0600,10.700529,10.69,0.53,75.0,8.942214,319.8991
20180426T0700,10.590529,10.53,-0.02,68.0,8.435069,309.80557
20180426T0800,10.670529,10.38,-0.23,64.0,10.182337,315.0
20180426T0900,10.920529,10.57,-0.64,64.0,11.019764,308.3675
20180426T1000,11.790529,11.22,-0.45,60.0,9.983106,295.64102
20180426T1100,12.5505295,11.66,-0.41,55.0,11.923557,298.8866
20180426T1200,13.340529,12.18,-0.13,53.0,13.089354,301.50427
20180426T1300,14.450529,12.83,0.2,48.0,15.1884165,301.42957
20180426T1400,15.130529,14.17,1.56,45.0,19.586117,287.10272
20180426T1500,16.250528,14.81,2.09,40.0,18.899143,287.7447
20180426T1600,16.46053,15.19,2.51,40.0,17.992796,289.88516
20180426T1700,16.40053,15.37,2.74,39.0,17.782688,291.37064
20180426T1800,16.21053,15.48,2.91,38.0,15.978484,292.52057
20180426T1900,15.730529,15.38,2.9,39.0,13.527572,295.2011
20180426T2000,14.930529,15.07,2.69,42.0,9.511088,299.4759
20180426T2100,13.940529,14.54,2.49,48.0,6.792466,302.00537
20180426T2200,13.270529,14.2,2.32,53.0,1.835647,281.30994
20180426T2300,12.890529,13.93,2.3,53.0,2.3051248,128.6598
20180427T0000,12.350529,13.57,2.49,54.0,6.151683,110.556046
20180427T0100,11.290529,13.14,2.46,59.0,6.12,118.07248
20180427T0200,10.720529,12.7,2.41,61.0,4.829907,116.56505
20180427T0300,10.280529,12.22,2.49,63.0,3.9763298,95.19443
20180427T0400,9.940529,11.69,2.68,65.0,5.7599998,89.99999
20180427T0500,9.360529,11.22,2.85,68.0,6.379216,106.38954
20180427T0600,8.440529,10.58,2.8,70.0,8.0899935,122.27564
20180427T0700,8.730529,10.0,3.7,67.0,9.585739,124.28687
20180427T0800,10.070529,10.35,4.57,61.0,11.435313,118.17859
20180427T0900,12.040529,11.99,5.68,55.0,14.372974,112.0679
20180427T1000,14.240529,13.96,7.38,51.0,17.114204,112.249016
20180427T1100,16.05053,15.55,8.2,47.0,18.204042,114.53772
20180427T1200,17.88053,17.26,8.94,46.0,14.021525,119.19748
20180427T1300,19.600529,18.93,7.82,43.0,6.9899354,101.88866
20180427T1400,21.31053,20.82,9.55,40.0,9.565437,109.798874
20180427T1500,22.740528,22.31,10.35,37.0,4.6800003,67.380135
20180427T1600,22.930529,22.56,11.27,38.0,9.6932955,344.93152
20180427T1700,22.88053,22.72,10.27,40.0,14.934577,285.37625
20180427T1800,23.05053,23.24,11.16,41.0,13.797912,277.49585
20180427T1900,22.20053,22.75,11.28,41.0,20.364674,278.1301
20180427T2000,20.55053,21.69,10.98,47.0,13.0447235,297.9795
20180427T2100,18.410528,20.37,10.62,54.0,8.699793,294.44397
20180427T2200,17.65053,19.73,9.86,58.0,4.8965297,216.02737
20180427T2300,17.39053,19.43,9.0,60.0,7.628263,199.29004
20180428T0000,16.580528,18.53,8.54,65.0,9.693296,238.67131
20180428T0100,16.32053,17.67,8.15,61.0,10.137692,253.49564
20180428T0200,15.690529,17.06,7.26,60.0,9.826088,261.57303
20180428T0300,14.160529,14.92,6.84,66.0,16.167967,281.56012
20180428T0400,12.170529,12.79,7.12,73.0,15.815435,281.8215
20180428T0500,11.360529,12.08,6.7,71.0,10.661107,281.68936
20180428T0600,10.370529,11.3,5.64,72.0,8.64,270.0
20180428T0700,10.500529,10.9,5.42,71.0,6.2145634,280.008
20180428T0800,11.350529,11.31,5.47,66.0,7.7043357,307.40536
20180428T0900,12.420529,12.04,6.17,61.0,6.696387,306.25385
20180428T1000,13.370529,12.85,6.37,59.0,3.096837,324.46234
20180428T1100,13.890529,13.52,6.94,58.0,4.39436,34.99202
20180428T1200,15.100529,14.5,7.92,56.0,4.802999,77.00538
20180428T1300,16.56053,15.95,8.83,54.0,3.8268526,48.81407
20180428T1400,16.930529,16.58,9.36,57.0,2.9024127,97.125015
20180428T1500,18.30053,17.93,9.61,54.0,3.2399998,89.99999
